stageid,traversedpath,accountid,name,accountnumber,accountratingcode,address1_composite,address1_addresstypecode,address1_city,address1_country,address1_county,address1_fax,address1_freighttermscode,address1_latitude,address1_longitude,address1_name,address1_postofficebox,address1_primarycontactname,address1_stateorprovince,address1_line1,address1_line2,address1_line3,address1_telephone2,address1_telephone3,address1_postalcode,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_primarycontactname,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,address1_telephone1,aging30,aging30_base,aging60,aging60_base,aging90,aging90_base,revenue,revenue_base,businesstypecode,accountcategorycode,accountclassificationcode,creditonhold,creditlimit,creditlimit_base,customersizecode,entityimage,description,donotbulkemail,donotbulkpostalmail,donotemail,donotfax,donotpostalmail,donotphone,emailaddress1,emailaddress2,emailaddress3,entityimageid,exchangerate,msdyn_externalaccountid,fax,followemail,ftpsiteurl,importsequencenumber,industrycode,lastusedincampaign,lastonholdtime,telephone1,marketcap,marketcap_base,marketingonly,merged,numberofemployees,onholdtime,opendeals,opendeals_date,opendeals_state,openrevenue,openrevenue_base,openrevenue_date,openrevenue_state,telephone2,ownershipcode,participatesinworkflow,paymenttermscode,preferredappointmentdaycode,preferredcontactmethodcode,preferredappointmenttimecode,primarysatoriid,primarytwitterid,processid,customertypecode,donotsendmm,sharesoutstanding,shippingmethodcode,sic,statuscode,statecode,stockexchange,msdyn_taxexempt,msdyn_taxexemptnumber,teamsfollowed,telephone3,territorycode,tickersymbol,timespentbymeonemailandmeetings,timezoneruleversionnumber,msdyn_travelcharge,msdyn_travelcharge_base,msdyn_travelchargetype,utcconversiontimezonecode,versionnumber,websiteurl,msdyn_workorderinstructions,yominame,msdyn_billingaccount,createdbyexternalparty,transactioncurrencyid,slainvokedid,masterid,modifiedbyexternalparty,originatingleadid,owningbusinessunit,parentaccountid,preferredequipmentid,msdyn_preferredresource,preferredserviceid,preferredsystemuserid,primarycontactid,defaultpricelevelid,msdyn_salestaxcode,msdyn_serviceterritory,slaid,territoryid,msdyn_workhourtemplate
,,5b6c3f4b-1be7-e611-8101-e0071b6af231,The Phone Company Integration,,Default Value,"2624 NE University Village Street
Seattle, WA 98105
USA",,Seattle,USA,,,,47.66254,-122.2992,,,,WA,2624 NE University Village Street,,,,,98105,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,750000,750000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-0118,,,false,false,15,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,713,Active,Active,,false,,,,Default Value,,,,,,None,,3052799,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,516c3f4b-1be7-e611-8101-e0071b6af231,The Phone Company Engineering,,Default Value,"1125 Sanctuary Pkwy., Suite 300
Alpharetta, GA 30009
USA",,Alpharetta,USA,,,,34.04793,-84.31213,,,,GA,"1125 Sanctuary Pkwy., Suite 300",,,,,30009,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,5000000,5000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,404-555-0116,,,false,false,200,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,423,Active,Active,,false,,,,Default Value,,,,,,None,,3052798,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,4f6c3f4b-1be7-e611-8101-e0071b6af231,The Phone Company,,Default Value,"1 W FlatIron Crossing Drive
Broomfield, CO 80021
USA",,Broomfield,USA,,,,39.93294,-105.13247,,,,CO,1 W FlatIron Crossing Drive,,,,,80021,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,750000,750000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,303-555-0130,,,false,false,75,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,325,Active,Active,,false,,,,Default Value,,,,,,None,,3052797,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,496c3f4b-1be7-e611-8101-e0071b6af231,Wingtip Toys Instrumentation,,Default Value,"4400 Ashford Dunwoody Rd NE
Atlanta, GA 30346
USA",,Atlanta,USA,,,,33.92352,-84.34055,,,,GA,4400 Ashford Dunwoody Rd NE,,,,,30346,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,67000000,67000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,678-555-0149,,,false,false,20,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,336,Active,Active,,false,,,,Default Value,,,,,,None,,3052796,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,476c3f4b-1be7-e611-8101-e0071b6af231,Wingtip Toys Electronics,,Default Value,"1640 Redwood Hwy
Corte Madera, CA 94925
USA",,Corte Madera,USA,,,,37.92982,-122.5122,,,,CA,1640 Redwood Hwy,,,,,94925,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,890000,890000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,415-555-0181,,,false,false,675,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,335,Active,Active,,false,,,,Default Value,,,,,,None,,3052795,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,456c3f4b-1be7-e611-8101-e0071b6af231,Wingtip Toys Fabrication,,Default Value,"1151 Galleria Blvd
Roseville, CA 95678
USA",,Roseville,USA,,,,38.77355,-121.2698,,,,CA,1151 Galleria Blvd,,,,,95678,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,100000000,100000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,Non-Durable Merchandise Retail,,,916-555-0153,,,false,false,550,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,325,Active,Active,,false,,,,Default Value,,,,,,None,,3052794,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,316c3f4b-1be7-e611-8101-e0071b6af231,Southridge Video Integration,,Default Value,"1355 Market St Ste 300
San Francisco, CA 94103
USA",,San Francisco,USA,,,,37.77682,-122.41679,,,,CA,1355 Market St Ste 300,,,,,94103,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,750000,750000,Default Value,Standard,Default Value,false,,,Default Value,,Nanette Cervantes,false,false,false,false,false,false,,,,,1,,,true,,7,,,,415-555-0174,,,false,false,200,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,325,Active,Active,,false,,,,Default Value,,,,,,None,,3052793,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,e5a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,2b6c3f4b-1be7-e611-8101-e0071b6af231,Southridge Video Electronics,,Default Value,"27500 Novi Road
Novi, MI 48377
USA",,Novi,USA,,,,42.49485,-83.46909,,,,MI,27500 Novi Road,,,,,48377,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,67000000,67000000,Default Value,Standard,Default Value,false,,,Default Value,,Amie Gonzales,false,false,false,false,false,false,,,,,1,,,true,,7,,,,248-555-0131,,,false,false,250,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,332,Active,Active,,false,,,,Default Value,,,,,,None,,3052792,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,dfa07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,cd6b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light Engineering,,Default Value,"2 Great Titchfield Street
London
W1W 8
UK",,London,UK,,,,51.51559,-0.13937,,,,,2 Great Titchfield Street,,,,,W1W 8,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,67000000,100804176.6,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,0.664655,,,true,,7,,,,+44 20 7946 6735,,,false,false,550,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,451,Active,Active,,false,,,,Default Value,,,,,,None,,3052395,,,,,,f5270b18-0c74-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,cb6b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light,,Default Value,"16 Dufours St
London
W1F 7
UK",,London,UK,,,,51.51355,-0.13733,,,,,16 Dufours St,,,,,W1F 7,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,890000,1339040.55,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,0.664655,,,true,,7,,,,+44 20 7946 9702,,,false,false,325,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,451,Active,Active,,false,,,,Default Value,,,,,,None,,3052394,,,,,,f5270b18-0c74-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,bd6b3f4b-1be7-e611-8101-e0071b6af231,Blue Yonder Airlines,,Default Value,"39 Quai du Président Roosevelt
92130 Paris
France",,Paris,France,,,,48.83401,2.26491,,,,,39 Quai du Président Roosevelt,,,,,92130,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,375000,396085.62,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,0.946765,,,true,,7,Transportation,,,+33 123456789,,,false,false,23,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,336,Active,Active,,false,,,,Default Value,,,,,,None,,3052393,,,,,,ef270b18-0c74-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,bb6b3f4b-1be7-e611-8101-e0071b6af231,Adventure Works Integration,,Default Value,"1000 Ross Park Mall Dr
Pittsburgh, PA 15237
USA",,Pittsburgh,USA,,,,40.54464,-80.00884,,,,PA,1000 Ross Park Mall Dr,,,,,15237,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,2000000,2000000,Default Value,Standard,Default Value,false,,,Default Value,,Pearlie Blackburn,false,false,false,false,false,false,,,,,1,,,true,,7,Utility Creation and Distribution,,,412-555-0145,,,false,false,15,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,453,Active,Active,,false,,,,Default Value,,,,,,None,,3052392,,,,af6b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,91a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b76b3f4b-1be7-e611-8101-e0071b6af231,Adventure Works Instrumentation,,Default Value,"5426 Bay Center Dr., Suite 700
Tampa, FL 33609
USA",,Tampa,USA,,,,27.9437,-82.53774,,,,FL,"5426 Bay Center Dr., Suite 700",,,,,33609,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,5000000,5000000,Default Value,Standard,Default Value,false,,,Default Value,,Consuelo Moses,false,false,false,false,false,false,,,,,1,,,true,,7,Equipment Rental and Leasing,,,813-555-0127,,,false,false,75,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,452,Active,Active,,false,,,,Default Value,,,,,,None,,3052391,,,,af6b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,8da07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b16b3f4b-1be7-e611-8101-e0071b6af231,Adventure Works Engineering,,Default Value,"677 5th Ave
New York, NY 10022
USA",,New York,USA,,,,40.76054,-73.97534,,,,NY,677 5th Ave,,,,,10022,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,2000000,2000000,Default Value,Standard,Default Value,false,,,Default Value,,Eva Colon,false,false,false,false,false,false,,,,,1,,,true,,7,Equipment Rental and Leasing,,,917-555-0127,,,false,false,20,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,452,Active,Active,,false,,,,Default Value,,,,,,None,,3052389,,,,af6b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,87a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,af6b3f4b-1be7-e611-8101-e0071b6af231,Adventure Works,,Default Value,"162 S Avenue
Bloomington, MN 55425
USA",,Bloomington,USA,,,,44.86466,-93.32501,,,,MN,162 S Avenue,,,,,55425,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,67000000,67000000,Default Value,Standard,Default Value,false,,,Default Value,,Amos Conger,false,false,false,false,false,false,,,,,1,,,true,,7,Inbound Repair and Services,,,812-555-0175,,,false,false,675,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,423,Active,Active,,false,,,,Default Value,,,,,,None,,3052388,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,85a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,ad6b3f4b-1be7-e611-8101-e0071b6af231,A Datum Integration,,Default Value,"3309 Esperanza Crossing, Suite 104
Austin, TX 78758
USA",,Austin,USA,,,,30.40018,-97.72644,,,,TX,"3309 Esperanza Crossing, Suite 104",,,,,78758,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,890000,890000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,Consulting,,,512-555-0163,,,false,false,550,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,811,Active,Active,,false,,,,Default Value,,,,,,None,,3052387,,,,a16b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,a56b3f4b-1be7-e611-8101-e0071b6af231,A Datum Fabrication,,Default Value,"3000 East 1st Avenue
Denver, CO 80206
USA",,Denver,USA,,,,39.71794,-104.95213,,,,CO,3000 East 1st Avenue,,,,,80206,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,50000000,50000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,Agriculture and Non-petrol Natural Resource Extraction,,,303-555-0134,,,false,false,45,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,451,Active,Active,,false,,,,Default Value,,,,,,None,,3052386,,,,a16b3f4b-1be7-e611-8101-e0071b6af231,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,a16b3f4b-1be7-e611-8101-e0071b6af231,A Datum Corporation,,Default Value,"3575 157th Ave NE
Redmond, WA 98052
USA",,Redmond,USA,,,,47.63952,-122.1284,,,,WA,3575 157th Ave NE,,,,,98052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,15000000,15000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,Building Supply Retail,,,425-555-0182,,,false,false,50,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,331,Active,Active,,false,,,,Default Value,,,,,,None,,3052385,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,2123455d-be62-e411-80d6-b4b52f567ec8,Best o' Sales,,Default Value,"45 Placa d'Europa
08907 Barcelona
Spain",,Barcelona,Spain,,,,,,,,,,45 Placa d'Europa,,,,,08907,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Financial,,,425-234-4567,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,0,,,None,,3052384,http://bestsales.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,d4a19cdd-88df-e311-b8e5-6c3be5a8b200,Woodgrove Bank,BBA38GHT,Default Value,"2300 Main Street
Kansas City, Missouri 04983
United States",,Kansas City,United States,,,,,,,,,Missouri,2300 Main Street,,,,,04983,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,150000000,150000000,Default Value,,Default Value,false,,,Default Value,,"Woodgrove Bank operates as a community-friendly bank offering a variety of financial products delivered with the best quality and personal customer service.

Woodgrove Bank provides a wide range of financial products that cater to both consumer and commercial customers including: lending, payment processing, trust, brokerage and capital markets services. We serve our customers from 376 full-service branches and ATMs nationwide.",false,false,false,false,false,false,darren.parker@woodgrovebank.com,,,,1,,+1-816-555-9000,true,,105,Financial,,,+1-816-555-9000,,,false,false,1830,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Public,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,WGBKC,,0,,,None,,3052383,http://woodgrovebank.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d0a19cdd-88df-e311-b8e5-6c3be5a8b200,Wide World Importers,BAK8JYGF,Default Value,"Aydin Sokak No:1101
Levent 12345
Istanbul
Turkey",,Istanbul,Turkey,,,,,,,,,,Aydin Sokak No:1101,Levent 12345,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,Default Value,,Default Value,false,,,Default Value,,"World Wide Importers started out as a small shop of curiosities. Over 20 years later, it’s still our goal and passion to uncover extraordinary finds from all over the world and make them accessible to our consumers.

We strive every day to keep our prices low, quality high and deliver you original items that will be valued for years to come. Choose from trend-setting home accents, and an array of international foods, wines, and much more.

We ensure our selection is always changing, and that every item we carry has a story worth sharing. You'll find something for everyone, from children to grand-parents and when you need party essentials, we’re your one-stop shop.",false,false,false,false,false,false,info@wideworldimporters.com,,,,1,,+90-211-001-1234,true,,105,Wholesale,,,+90-211-001-1234,,,false,false,580,,2,2/3/2020 10:15:36 PM,1,9637785,9637785,2/3/2020 10:15:36 PM,1,,Public,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,WHIK,,0,,,None,,3052381,http://www.wideworldimporters.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,71a0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,68aa3c35-62ef-e411-80eb-c4346bace124,
,,bea19cdd-88df-e311-b8e5-6c3be5a8b200,Lucerne Publishing,BOBC3J9V,Default Value,"10001 High Street
Chistchurch
New Zealand",,Chistchurch,New Zealand,,,,,,,,,,10001 High Street,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,75000000,75000000,Default Value,,Default Value,false,,,Default Value,,"Lucerne is a broad-based publisher with strengths in literary and commercial fiction, business, and trade publications. Consistently at the forefront of innovation and technological advancement, Lucerne Publishing was one of the first publishers to digitize its content. Lucerne is known for finding and publishing little known authors, with an impressive list of emerging best sellers.",false,false,false,false,false,false,psteiner@lucernepublishing.com,,,,1,,+64-6-333-0001,true,,105,Financial,,,+64-6-333-0001,,,false,false,625,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,LUCZU,,0,,,None,,3052375,http://www.lucernepublishing.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,5fa0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,3337fc3f-62ef-e411-80eb-c4346bace124,
,,b0a19cdd-88df-e311-b8e5-6c3be5a8b200,Coho Winery,ABC28UU7,Default Value,"4405 Balboa Court
Santa Cruz, NM 72052
US",,Santa Cruz,US,,,,,,,,,NM,4405 Balboa Court,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,Default Value,,Default Value,false,,,Default Value,,"Coho Winery is the culmination of a 15 year old dream.  Through hard work and dedication, the dream has come to fruition.",false,false,false,false,false,false,Cat@cohowinery.com,,,,1,,1-674-555-165,true,,105,Financial,,,+1-674-555-0162,,,false,false,500,,1,2/3/2020 10:15:36 PM,1,21990,21990,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,COWIZ,,0,,,None,,3052371,http://www.cohowinery.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,aea19cdd-88df-e311-b8e5-6c3be5a8b200,,,,,51a0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,bd4676a6-f591-e911-a962-000d3a37fb59,Philadelphia GE Monogram Range Repair Service,,Default Value,"2275 Bridge St
Philadelphia, PA 19137
United States",,Philadelphia,United States,,,,,,,,,PA,2275 Bridge St,,,,,19137,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,1234561,1234561,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Service Retail,,,(215) 883-8321,,,false,false,200,,1,2/3/2020 10:15:36 PM,1,200000,200000,2/3/2020 10:15:36 PM,1,,Private,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,3052364,https://repair.geappliances.com/pennsylvania/ge-appliance-repair-in-philadelphia,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,4d6c3f4b-1be7-e611-8101-e0071b6af231,Wingtip Toys Integration,,Default Value,"32920 Agua Dulce Canyon Rd
Santa Clarita, CA 91390
USA",,Santa Clarita,USA,,,,37.32565,-121.94899,,,,CA,32920 Agua Dulce Canyon Rd,,,,,91390,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,10000000,10000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,408-555-0146,,,false,false,250,,1,2/3/2020 10:15:36 PM,1,200000,200000,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,423,Active,Active,,false,,,,Default Value,,,,,,None,,3052356,https://www.buzzfile.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,576c3f4b-1be7-e611-8101-e0071b6af231,The Phone Company Instrumentation,,Default Value,"1100 S. Hayes Street
Arlington, VA 22202
USA",,Arlington,USA,,,,38.86451,-77.06008,,,,VA,1100 S. Hayes Street,,,,,22202,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,375000,375000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,703-555-0164,,,false,false,75,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,444,Active,Active,,false,,,,Default Value,,,,,,None,,3052355,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,3f6c3f4b-1be7-e611-8101-e0071b6af231,Tailspin Toys Integration,,Default Value,"3200 S. Las Vegas Blvd
Las Vegas, NV 89109
USA",,Las Vegas,USA,,,,36.12728,-115.17074,,,,NV,3200 S. Las Vegas Blvd,,,,,89109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,50000000,50000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,Brokers,,,702-555-0130,,,false,false,175,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,424,Active,Active,,false,,,,Default Value,,,,,,None,,3052354,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
